"city","year","sport","discipline","athlete","noc","gender","event","event_gender","medal","ioc","country"
"Athens",2004,"Hockey","Hockey","ROGNONI, Maria Cecilia","ARG","Women","hockey","W","Bronze","ARG","Argentina"
"Athens",2004,"Hockey","Hockey","RUSSO, Marine","ARG","Women","hockey","W","Bronze","ARG","Argentina"
"Athens",2004,"Hockey","Hockey","STEPNIK, Ayelen Iara","ARG","Women","hockey","W","Bronze","ARG","Argentina"
"Athens",2004,"Hockey","Hockey","VUKOJICIC, Paola","ARG","Women","hockey","W","Bronze","ARG","Argentina"
"Athens",2004,"Sailing","Sailing","ESPINOLA, Carlos","ARG","Men","Tornado - Multihull","X","Bronze","ARG","Argentina"
"Athens",2004,"Sailing","Sailing","LANGE, Santiago","ARG","Men","Tornado - Multihull","X","Bronze","ARG","Argentina"
"Athens",2004,"Tennis","Tennis","SUAREZ, Paola","ARG","Women","doubles","W","Bronze","ARG","Argentina"
"Athens",2004,"Tennis","Tennis","TARABINI, Patricia","ARG","Women","doubles","W","Bronze","ARG","Argentina"
"Beijing",2008,"Basketball","Basketball","DELFINO, Carlos Francisco","ARG","Men","basketball","M","Bronze","ARG","Argentina"
"Beijing",2008,"Basketball","Basketball","GINOBILI, Emanuel David","ARG","Men","basketball","M","Bronze","ARG","Argentina"
"Beijing",2008,"Basketball","Basketball","GONZALEZ, Roman Javier","ARG","Men","basketball","M","Bronze","ARG","Argentina"
"Beijing",2008,"Basketball","Basketball","GUTIERREZ LLANAS, Juan Pedro","ARG","Men","basketball","M","Bronze","ARG","Argentina"
"Beijing",2008,"Basketball","Basketball","GUTIERREZ, Leonardo Martin","ARG","Men","basketball","M","Bronze","ARG","Argentina"
"Beijing",2008,"Basketball","Basketball","KAMMERICHS, Guillermo Federico","ARG","Men","basketball","M","Bronze","ARG","Argentina"
"Beijing",2008,"Basketball","Basketball","NOCIONI, Andres Marcelo","ARG","Men","basketball","M","Bronze","ARG","Argentina"
"Beijing",2008,"Basketball","Basketball","OBERTO, Fabricio Raul Jesus","ARG","Men","basketball","M","Bronze","ARG","Argentina"
"Beijing",2008,"Basketball","Basketball","PORTA PERNIGOTTI, Antonio Alejandro","ARG","Men","basketball","M","Bronze","ARG","Argentina"
"Beijing",2008,"Basketball","Basketball","PRIGIONI, Pablo","ARG","Men","basketball","M","Bronze","ARG","Argentina"
"Beijing",2008,"Basketball","Basketball","QUINTEROS, Alfredo Paolo","ARG","Men","basketball","M","Bronze","ARG","Argentina"
"Beijing",2008,"Basketball","Basketball","SCOLA, Luis Alberto","ARG","Men","basketball","M","Bronze","ARG","Argentina"
"Beijing",2008,"Cycling","Cycling Track","CURUCHET, Juan Esteban","ARG","Men","Madison","M","Gold","ARG","Argentina"
"Beijing",2008,"Cycling","Cycling Track","PEREZ, Walter Fernando","ARG","Men","Madison","M","Gold","ARG","Argentina"
"Beijing",2008,"Football","Football","ACOSTA, Lautaro","ARG","Men","football","M","Gold","ARG","Argentina"
"Beijing",2008,"Football","Football","AGUERO, Sergio","ARG","Men","football","M","Gold","ARG","Argentina"
"Beijing",2008,"Football","Football","BANEGA, Ever","ARG","Men","football","M","Gold","ARG","Argentina"
"Beijing",2008,"Football","Football","BUONANOTTE , Diego","ARG","Men","football","M","Gold","ARG","Argentina"
"Beijing",2008,"Football","Football","DI MARIA, Angel","ARG","Men","football","M","Gold","ARG","Argentina"
"Beijing",2008,"Football","Football","FAZIO, Federico","ARG","Men","football","M","Gold","ARG","Argentina"
"Beijing",2008,"Football","Football","GAGO, Fernando","ARG","Men","football","M","Gold","ARG","Argentina"
"Beijing",2008,"Football","Football","GARAY, Ezequiel","ARG","Men","football","M","Gold","ARG","Argentina"
"Beijing",2008,"Football","Football","LAVEZZI, Ezequiel","ARG","Men","football","M","Gold","ARG","Argentina"
"Beijing",2008,"Football","Football","MASCHERANO, Javier","ARG","Men","football","M","Gold","ARG","Argentina"
"Beijing",2008,"Football","Football","MESSI, Lionel","ARG","Men","football","M","Gold","ARG","Argentina"
"Beijing",2008,"Football","Football","MONZON, Luciano","ARG","Men","football","M","Gold","ARG","Argentina"
"Beijing",2008,"Football","Football","NAVARRO, Nicolas","ARG","Men","football","M","Gold","ARG","Argentina"
"Beijing",2008,"Football","Football","PAREJA, Nicolas","ARG","Men","football","M","Gold","ARG","Argentina"
"Beijing",2008,"Football","Football","RIQUELME, Juan","ARG","Men","football","M","Gold","ARG","Argentina"
"Beijing",2008,"Football","Football","ROMERO, Sergio","ARG","Men","football","M","Gold","ARG","Argentina"
"Beijing",2008,"Football","Football","SOSA, Jose","ARG","Men","football","M","Gold","ARG","Argentina"
"Beijing",2008,"Football","Football","ZABALETA, Pablo","ARG","Men","football","M","Gold","ARG","Argentina"
"Beijing",2008,"Hockey","Hockey","AICEGA, Magdalena","ARG","Women","hockey","W","Bronze","ARG","Argentina"
"Beijing",2008,"Hockey","Hockey","AYMAR, Luciana","ARG","Women","hockey","W","Bronze","ARG","Argentina"
"Beijing",2008,"Hockey","Hockey","BARRIONUEVO, Noel","ARG","Women","hockey","W","Bronze","ARG","Argentina"
"Beijing",2008,"Hockey","Hockey","BURKART, Claudia","ARG","Women","hockey","W","Bronze","ARG","Argentina"
"Beijing",2008,"Hockey","Hockey","GARCIA, Agustina","ARG","Women","hockey","W","Bronze","ARG","Argentina"
"Beijing",2008,"Hockey","Hockey","GONZALEZ OLIVA, Mariana","ARG","Women","hockey","W","Bronze","ARG","Argentina"
"Beijing",2008,"Hockey","Hockey","GULLA, Alejandra","ARG","Women","hockey","W","Bronze","ARG","Argentina"
"Beijing",2008,"Hockey","Hockey","HERNANDEZ, Maria de la Paz","ARG","Women","hockey","W","Bronze","ARG","Argentina"
"Beijing",2008,"Hockey","Hockey","KANEVSKY, Giselle","ARG","Women","hockey","W","Bronze","ARG","Argentina"
"Beijing",2008,"Hockey","Hockey","LUCHETTI, Rosario","ARG","Women","hockey","W","Bronze","ARG","Argentina"
"Beijing",2008,"Hockey","Hockey","MARGALOT, Mercedes","ARG","Women","hockey","W","Bronze","ARG","Argentina"
"Beijing",2008,"Hockey","Hockey","REBECCHI, Carla","ARG","Women","hockey","W","Bronze","ARG","Argentina"
"Beijing",2008,"Hockey","Hockey","ROSSI, Mariana","ARG","Women","hockey","W","Bronze","ARG","Argentina"
"Beijing",2008,"Hockey","Hockey","RUSSO, Marine","ARG","Women","hockey","W","Bronze","ARG","Argentina"
"Beijing",2008,"Hockey","Hockey","SUCCI, Belen","ARG","Women","hockey","W","Bronze","ARG","Argentina"
"Beijing",2008,"Hockey","Hockey","VUKOJICIC, Paola","ARG","Women","hockey","W","Bronze","ARG","Argentina"
"Beijing",2008,"Judo","Judo","PARETO, Paula Belen","ARG","Women","- 48 kg","W","Bronze","ARG","Argentina"
"Beijing",2008,"Sailing","Sailing","ESPINOLA, Carlos","ARG","Men","Tornado - Multihull","X","Bronze","ARG","Argentina"
"Beijing",2008,"Sailing","Sailing","LANGE, Santiago","ARG","Men","Tornado - Multihull","X","Bronze","ARG","Argentina"
"Atlanta",1996,"Wrestling","Wrestling Free.","MKRCHYAN, Armen","ARM","Men","- 48kg (light-flyweight)","M","Silver","ARM","Armenia"
"Atlanta",1996,"Wrestling","Wrestling Gre-R","NAZARYAN, Armen","ARM","Men","48 - 52kg (flyweight)","M","Gold","ARM","Armenia"
"Sydney",2000,"Weightlifting","Weightlifting","MELIKYAN, Arsen","ARM","Men","77kg","M","Bronze","ARM","Armenia"
"Beijing",2008,"Boxing","Boxing","JAVAKHYAN, Hrachik","ARM","Men","57 - 60kg (lightweight)","M","Bronze","ARM","Armenia"
"Beijing",2008,"Weightlifting","Weightlifting","MARTIROSYAN, Tigran Gevorg","ARM","Men","69kg","M","Bronze","ARM","Armenia"
"Beijing",2008,"Weightlifting","Weightlifting","DAVTYAN, Gevorg","ARM","Men","77kg","M","Bronze","ARM","Armenia"
"Beijing",2008,"Weightlifting","Weightlifting","MARTIROSYAN, Tigran Varban","ARM","Men","85kg","M","Bronze","ARM","Armenia"
"Beijing",2008,"Wrestling","Wrestling Gre-R","AMOYAN, Roman","ARM","Men","- 55kg","M","Bronze","ARM","Armenia"
"Beijing",2008,"Wrestling","Wrestling Gre-R","PATRIKEEV, Yuri","ARM","Men","96 - 120kg","M","Bronze","ARM","Armenia"
"Athens",1896,"Athletics","Athletics","FLACK, Edwin","AUS","Men","1500m","M","Gold","AUS","Australia"
"Athens",1896,"Athletics","Athletics","FLACK, Edwin","AUS","Men","800m","M","Gold","AUS","Australia"
"Paris",1900,"Aquatics","Swimming","LANE, Frederick C.V.","AUS","Men","200m freestyle","M","Gold","AUS","Australia"
"Paris",1900,"Aquatics","Swimming","LANE, Frederick C.V.","AUS","Men","200m obstacle event","M","Gold","AUS","Australia"
"Paris",1900,"Athletics","Athletics","ROWLEY, Stanley","AUS","Men","100m","M","Bronze","AUS","Australia"
"Paris",1900,"Athletics","Athletics","ROWLEY, Stanley","AUS","Men","200m","M","Bronze","AUS","Australia"
"Paris",1900,"Athletics","Athletics","ROWLEY, Stanley","AUS","Men","60m","M","Bronze","AUS","Australia"
"Antwerp",1920,"Aquatics","Swimming","BEAUREPAIRE, Frank E.","AUS","Men","1500m freestyle","M","Bronze","AUS","Australia"
"Antwerp",1920,"Aquatics","Swimming","BEAUREPAIRE, Frank E.","AUS","Men","4x200m freestyle relay","M","Silver","AUS","Australia"
"Antwerp",1920,"Aquatics","Swimming","HAY, Henry","AUS","Men","4x200m freestyle relay","M","Silver","AUS","Australia"
"Antwerp",1920,"Aquatics","Swimming","HERALD, William","AUS","Men","4x200m freestyle relay","M","Silver","AUS","Australia"
"Antwerp",1920,"Aquatics","Swimming","STEDMAN, Ivan","AUS","Men","4x200m freestyle relay","M","Silver","AUS","Australia"
"Antwerp",1920,"Athletics","Athletics","PARKER, George","AUS","Men","3000m walk","M","Silver","AUS","Australia"
"Paris",1924,"Aquatics","Diving","EVE, Richmond","AUS","Men","plain high diving","M","Gold","AUS","Australia"
"Paris",1924,"Aquatics","Swimming","DE BEAUREPAIRE, Frank","AUS","Men","1500m freestyle","M","Bronze","AUS","Australia"
"Paris",1924,"Aquatics","Swimming","CHARLTON, Andrew","AUS","Men","1500m freestyle","M","Gold","AUS","Australia"
"Paris",1924,"Aquatics","Swimming","CHARLTON, Andrew","AUS","Men","400m freestyle","M","Bronze","AUS","Australia"
"Paris",1924,"Aquatics","Swimming","CHARLTON, Andrew","AUS","Men","4x200m freestyle relay","M","Silver","AUS","Australia"
"Paris",1924,"Aquatics","Swimming","CHRISTIE, Maurice F.","AUS","Men","4x200m freestyle relay","M","Silver","AUS","Australia"
"Paris",1924,"Aquatics","Swimming","DE BEAUREPAIRE, Frank","AUS","Men","4x200m freestyle relay","M","Silver","AUS","Australia"
"Paris",1924,"Aquatics","Swimming","HENRY, Ernest M.","AUS","Men","4x200m freestyle relay","M","Silver","AUS","Australia"
"Paris",1924,"Aquatics","Swimming","STEDMAN, Ivan","AUS","Men","4x200m freestyle relay","M","Silver","AUS","Australia"
"Paris",1924,"Athletics","Athletics","WINTER, Anthony William","AUS","Men","triple jump","M","Gold","AUS","Australia"
"Amsterdam",1928,"Aquatics","Swimming","CHARLTON, Andrew","AUS","Men","1500m freestyle","M","Silver","AUS","Australia"
"Amsterdam",1928,"Aquatics","Swimming","CHARLTON, Andrew","AUS","Men","400m freestyle","M","Silver","AUS","Australia"
"Amsterdam",1928,"Cycling","Cycling Track","GRAY, Edgar Laurence","AUS","Men","1km time trial","M","Bronze","AUS","Australia"
"Amsterdam",1928,"Rowing","Rowing","PEARCE, Henry Robert","AUS","Men","single sculls (1x)","M","Gold","AUS","Australia"
"Los Angeles",1932,"Aquatics","Swimming","MEALING, Philomenia Alecia","AUS","Women","100m backstroke","W","Silver","AUS","Australia"
"Los Angeles",1932,"Aquatics","Swimming","DENNIS, Clare","AUS","Women","200m breaststroke","W","Gold","AUS","Australia"
"Los Angeles",1932,"Cycling","Cycling Track","GRAY, Edgar Laurence","AUS","Men","1km time trial","M","Gold","AUS","Australia"
"Los Angeles",1932,"Rowing","Rowing","PEARCE, Henry Robert","AUS","Men","single sculls (1x)","M","Gold","AUS","Australia"
"Los Angeles",1932,"Wrestling","Wrestling Free.","SCARF, Richard Edward","AUS","Men","79 - 87kg (light-heavyweight)","M","Bronze","AUS","Australia"
"Berlin",1936,"Athletics","Athletics","METCALFE, John Patrick","AUS","Men","triple jump","M","Bronze","AUS","Australia"
"London",1948,"Aquatics","Swimming","DAVIES, Judith Joy","AUS","Women","100m backstroke","W","Bronze","AUS","Australia"
"London",1948,"Aquatics","Swimming","MARSHALL, John Birnie","AUS","Men","1500m freestyle","M","Silver","AUS","Australia"
"London",1948,"Aquatics","Swimming","LYONS, Beatrice Nancy","AUS","Women","200m breaststroke","W","Silver","AUS","Australia"
"London",1948,"Aquatics","Swimming","MARSHALL, John Birnie","AUS","Men","400m freestyle","M","Bronze","AUS","Australia"
"London",1948,"Athletics","Athletics","STRICKLAND-DE LA HUNTY, Shirley","AUS","Women","100m","W","Bronze","AUS","Australia"
"London",1948,"Athletics","Athletics","KING-WALKER, Joyce A.","AUS","Women","4x100m relay","W","Silver","AUS","Australia"
"London",1948,"Athletics","Athletics","MASTON-FERGSON, June Rit","AUS","Women","4x100m relay","W","Silver","AUS","Australia"
"London",1948,"Athletics","Athletics","MCKINNON, Elizabeth","AUS","Women","4x100m relay","W","Silver","AUS","Australia"
"London",1948,"Athletics","Athletics","STRICKLAND-DE LA HUNTY, Shirley","AUS","Women","4x100m relay","W","Silver","AUS","Australia"
"London",1948,"Athletics","Athletics","STRICKLAND-DE LA HUNTY, Shirley","AUS","Women","80m hurdles","W","Bronze","AUS","Australia"
"London",1948,"Athletics","Athletics","WINTER, John","AUS","Men","high jump","M","Gold","AUS","Australia"
"London",1948,"Athletics","Athletics","BRUCE, Thomas Theodore","AUS","Men","long jump","M","Silver","AUS","Australia"
"London",1948,"Athletics","Athletics","AVERY, George Gordon","AUS","Men","triple jump","M","Silver","AUS","Australia"
"London",1948,"Rowing","Rowing","WOOD, Merwyn Thomas","AUS","Men","single sculls (1x)","M","Gold","AUS","Australia"
"London",1948,"Wrestling","Wrestling Free.","ARMSTRONG, Joseph","AUS","Men","+ 87kg (heavyweight)","M","Bronze","AUS","Australia"
"London",1948,"Wrestling","Wrestling Free.","GARRARD, Richard Edward","AUS","Men","67 - 73kg (welterweight)","M","Silver","AUS","Australia"
"Helsinki",1952,"Aquatics","Swimming","DAVIES, John Griffith","AUS","Men","200m breaststroke","M","Gold","AUS","Australia"
"Helsinki",1952,"Athletics","Athletics","STRICKLAND-DE LA HUNTY, Shirley","AUS","Women","100m","W","Bronze","AUS","Australia"
"Helsinki",1952,"Athletics","Athletics","JACKSON, Marjorie","AUS","Women","100m","W","Gold","AUS","Australia"
"Helsinki",1952,"Athletics","Athletics","JACKSON, Marjorie","AUS","Women","200m","W","Gold","AUS","Australia"
"Helsinki",1952,"Athletics","Athletics","STRICKLAND-DE LA HUNTY, Shirley","AUS","Women","80m hurdles","W","Gold","AUS","Australia"
"Helsinki",1952,"Cycling","Cycling Track","MOCKRIDGE, Russell","AUS","Men","1km time trial","M","Gold","AUS","Australia"
"Helsinki",1952,"Cycling","Cycling Track","COX, Lionel","AUS","Men","2000m tandem","M","Gold","AUS","Australia"
"Helsinki",1952,"Cycling","Cycling Track","MOCKRIDGE, Russell","AUS","Men","2000m tandem","M","Gold","AUS","Australia"
"Helsinki",1952,"Cycling","Cycling Track","COX, Lionel","AUS","Men","Sprint indivual","M","Silver","AUS","Australia"
"Helsinki",1952,"Rowing","Rowing","ANDERSON, David Rollo","AUS","Men","eight with coxswain (8+)","M","Bronze","AUS","Australia"
"Helsinki",1952,"Rowing","Rowing","CAYZER, Phillip Arthur","AUS","Men","eight with coxswain (8+)","M","Bronze","AUS","Australia"
"Helsinki",1952,"Rowing","Rowing","CHAPMAN, Ernest William","AUS","Men","eight with coxswain (8+)","M","Bronze","AUS","Australia"
"Helsinki",1952,"Rowing","Rowing","CHESSELL, Thomas Edmund","AUS","Men","eight with coxswain (8+)","M","Bronze","AUS","Australia"
"Helsinki",1952,"Rowing","Rowing","FINLAY, Merwyn David","AUS","Men","eight with coxswain (8+)","M","Bronze","AUS","Australia"
"Helsinki",1952,"Rowing","Rowing","GREENWOOD, Nimrod","AUS","Men","eight with coxswain (8+)","M","Bronze","AUS","Australia"
"Helsinki",1952,"Rowing","Rowing","PAIN, Edward Oscar","AUS","Men","eight with coxswain (8+)","M","Bronze","AUS","Australia"
"Helsinki",1952,"Rowing","Rowing","TINNING, Robert Noel","AUS","Men","eight with coxswain (8+)","M","Bronze","AUS","Australia"
"Helsinki",1952,"Rowing","Rowing","WILLIAMSON, Geoffrey","AUS","Men","eight with coxswain (8+)","M","Bronze","AUS","Australia"
"Helsinki",1952,"Rowing","Rowing","WOOD, Merwyn Thomas","AUS","Men","single sculls (1x)","M","Silver","AUS","Australia"
"Helsinki",1952,"Weightlifting","Weightlifting","BARBERIS, Verdi","AUS","Men","60 - 67.5kg, total (lightweight)","M","Bronze","AUS","Australia"
"Melbourne / Stockholm",1956,"Aquatics","Swimming","THEILE, David Egmont","AUS","Men","100m backstroke","M","Gold","AUS","Australia"
"Melbourne / Stockholm",1956,"Aquatics","Swimming","MONCKTON, John James","AUS","Men","100m backstroke","M","Silver","AUS","Australia"
"Melbourne / Stockholm",1956,"Aquatics","Swimming","CHAPMAN, Gary","AUS","Men","100m freestyle","M","Bronze","AUS","Australia"
"Melbourne / Stockholm",1956,"Aquatics","Swimming","HENRICKS, Jon Malcolm","AUS","Men","100m freestyle","M","Gold","AUS","Australia"
"Melbourne / Stockholm",1956,"Aquatics","Swimming","DEVITT, John","AUS","Men","100m freestyle","M","Silver","AUS","Australia"
"Melbourne / Stockholm",1956,"Aquatics","Swimming","LEECH, Faith Yvonne","AUS","Women","100m freestyle","W","Bronze","AUS","Australia"
"Melbourne / Stockholm",1956,"Aquatics","Swimming","FRASER, Dawn","AUS","Women","100m freestyle","W","Gold","AUS","Australia"
"Melbourne / Stockholm",1956,"Aquatics","Swimming","CRAPP, Lorraine Joyce","AUS","Women","100m freestyle","W","Silver","AUS","Australia"
"Melbourne / Stockholm",1956,"Aquatics","Swimming","ROSE, Murray","AUS","Men","1500m freestyle","M","Gold","AUS","Australia"
"Melbourne / Stockholm",1956,"Aquatics","Swimming","ROSE, Murray","AUS","Men","400m freestyle","M","Gold","AUS","Australia"
"Melbourne / Stockholm",1956,"Aquatics","Swimming","CRAPP, Lorraine Joyce","AUS","Women","400m freestyle","W","Gold","AUS","Australia"
"Melbourne / Stockholm",1956,"Aquatics","Swimming","FRASER, Dawn","AUS","Women","400m freestyle","W","Silver","AUS","Australia"
"Melbourne / Stockholm",1956,"Aquatics","Swimming","CRAPP, Lorraine Joyce","AUS","Women","4x100m freestyle relay","W","Gold","AUS","Australia"
"Melbourne / Stockholm",1956,"Aquatics","Swimming","FRASER, Dawn","AUS","Women","4x100m freestyle relay","W","Gold","AUS","Australia"
"Melbourne / Stockholm",1956,"Aquatics","Swimming","LEECH, Faith Yvonne","AUS","Women","4x100m freestyle relay","W","Gold","AUS","Australia"
"Melbourne / Stockholm",1956,"Aquatics","Swimming","MORGAN, Sandra Anne","AUS","Women","4x100m freestyle relay","W","Gold","AUS","Australia"
"Melbourne / Stockholm",1956,"Aquatics","Swimming","DEVITT, John","AUS","Men","4x200m freestyle relay","M","Gold","AUS","Australia"
"Melbourne / Stockholm",1956,"Aquatics","Swimming","HENRICKS, Jon Malcolm","AUS","Men","4x200m freestyle relay","M","Gold","AUS","Australia"
"Melbourne / Stockholm",1956,"Aquatics","Swimming","O'HALLORAN, Kevin","AUS","Men","4x200m freestyle relay","M","Gold","AUS","Australia"
"Melbourne / Stockholm",1956,"Aquatics","Swimming","ROSE, Murray","AUS","Men","4x200m freestyle relay","M","Gold","AUS","Australia"
"Melbourne / Stockholm",1956,"Athletics","Athletics","LAWRENCE, Allan","AUS","Men","10000m","M","Bronze","AUS","Australia"
"Melbourne / Stockholm",1956,"Athletics","Athletics","HOGAN, Hector","AUS","Men","100m","M","Bronze","AUS","Australia"
"Melbourne / Stockholm",1956,"Athletics","Athletics","MATHEWS-O'SHEA, Marlene Judith","AUS","Women","100m","W","Bronze","AUS","Australia"
"Melbourne / Stockholm",1956,"Athletics","Athletics","CUTHBERT, Betty","AUS","Women","100m","W","Gold","AUS","Australia"
"Melbourne / Stockholm",1956,"Athletics","Athletics","LANDY, John","AUS","Men","1500m","M","Bronze","AUS","Australia"
"Melbourne / Stockholm",1956,"Athletics","Athletics","MATHEWS-O'SHEA, Marlene Judith","AUS","Women","200m","W","Bronze","AUS","Australia"
